Date,Open,High,Low,Close,Adj Close,Volume
2020-04-08,168.550003,178.100006,168.550003,176.960007,170.855423,5194800
2020-04-09,180.580002,187.330002,179.770004,184.259995,177.903595,6445800
2020-04-13,183.850006,184.970001,179.130005,179.179993,172.998810,4774300
2020-04-14,182.350006,183.380005,174.539993,178.229996,172.081604,4149600
2020-04-15,170.630005,181.679993,169.149994,178.520004,172.361588,6042700
2020-04-16,177.220001,178.440002,172.389999,177.039993,170.932632,4662200
2020-04-17,183.490005,185.279999,178.289993,183.490005,177.160172,5426700
2020-04-20,179.699997,186.320007,178.020004,180.399994,174.176727,4674800
2020-04-21,175.440002,179.199997,173.660004,173.809998,167.814056,3819000
2020-04-22,177.500000,178.179993,174.470001,175.979996,169.909210,2314500
2020-04-23,177.000000,179.070007,174.449997,175.050003,169.011292,2013300
2020-04-24,177.000000,177.949997,173.490005,177.000000,170.894012,2024400
2020-04-27,179.100006,184.250000,178.720001,183.539993,177.208420,2743100
2020-04-28,189.160004,190.419998,184.869995,187.009995,180.558701,3344700
2020-04-29,192.610001,193.720001,189.570007,190.029999,183.474518,3086300
2020-04-30,186.000000,187.550003,182.899994,183.419998,177.092545,2695400
2020-05-01,179.000000,179.600006,176.649994,177.100006,170.990570,2650200
2020-05-04,175.000000,176.309998,171.720001,176.029999,169.957489,2990100
2020-05-05,179.100006,182.600006,178.139999,178.300003,172.149185,3272600
2020-05-06,179.679993,181.199997,175.210007,176.919998,170.816803,2408700
2020-05-07,179.179993,183.380005,179.179993,182.320007,176.030502,2480100
2020-05-08,185.029999,185.910004,182.740005,185.389999,178.994583,2277500
2020-05-11,182.539993,184.850006,181.259995,183.160004,176.841537,2212200
2020-05-12,183.889999,184.300003,176.750000,177.210007,171.096786,3549200
2020-05-13,175.660004,176.880005,170.759995,171.800003,165.873428,3445300
2020-05-14,169.039993,174.779999,165.360001,174.449997,168.431976,4176700
2020-05-15,173.479996,174.089996,170.580002,171.869995,165.940994,2867800
2020-05-18,177.710007,183.100006,175.240005,181.880005,175.605682,4505800
2020-05-19,180.559998,182.190002,177.720001,177.830002,171.695389,2210500
2020-05-20,180.949997,183.830002,180.300003,181.440002,175.180862,2599900
2020-05-21,180.199997,181.169998,177.679993,180.100006,173.887100,2153500
2020-05-22,180.029999,180.639999,178.059998,179.929993,173.722931,2176400
2020-05-26,185.630005,197.100006,185.220001,196.059998,189.296509,5971200
2020-05-27,203.000000,210.710007,200.009995,209.660004,202.427353,8182100
2020-05-28,210.839996,211.309998,201.210007,201.220001,194.278519,4886100
2020-05-29,197.229996,200.919998,194.649994,196.490005,190.897568,3822600
2020-06-01,197.309998,201.770004,195.119995,199.929993,194.239670,2230800
2020-06-02,203.770004,206.500000,201.320007,204.139999,198.329834,4128700
2020-06-03,208.490005,211.929993,206.429993,210.570007,204.576828,3471900
2020-06-04,208.789993,214.990005,207.960007,214.820007,208.705872,3522300
2020-06-05,222.000000,222.979996,217.660004,217.919998,211.717621,4737600
2020-06-08,220.020004,222.259995,218.240005,220.809998,214.525360,3260300
2020-06-09,215.740005,220.020004,215.160004,218.100006,211.892517,2478400
2020-06-10,217.389999,219.850006,212.800003,213.520004,207.442871,3091200
2020-06-11,204.699997,206.899994,194.020004,194.130005,188.604721,4923400
2020-06-12,200.619995,202.940002,196.210007,201.779999,196.036972,3380800
2020-06-15,195.729996,206.990005,195.149994,206.309998,200.438065,3467400
2020-06-16,214.979996,214.979996,203.729996,209.589996,203.624725,3099100
2020-06-17,210.000000,210.789993,205.440002,206.190002,200.321472,1798300
2020-06-18,203.990005,207.259995,202.669998,203.839996,198.038376,2051700
2020-06-19,207.050003,207.419998,200.970001,201.630005,195.891281,4962400
2020-06-22,200.990005,204.580002,200.000000,203.419998,197.630310,1806900
2020-06-23,206.500000,207.509995,203.639999,204.779999,198.951614,2451800
2020-06-24,202.339996,202.610001,197.380005,198.020004,192.384033,2756700
2020-06-25,197.860001,207.389999,197.610001,207.100006,201.205582,3466500
2020-06-26,199.000000,200.240005,188.509995,189.190002,183.805328,9530700
2020-06-29,191.380005,193.899994,188.660004,193.470001,187.963516,3736000
2020-06-30,193.839996,198.410004,193.619995,197.619995,191.995407,3102800
2020-07-01,198.880005,199.740005,195.520004,197.570007,191.946808,2620100
2020-07-02,202.500000,203.000000,197.130005,197.399994,191.781647,2699400
2020-07-06,201.339996,207.789993,201.130005,207.360001,201.458176,3567700
2020-07-07,205.500000,205.710007,199.190002,199.360001,193.685867,2853500
2020-07-08,199.539993,203.250000,199.020004,202.250000,196.493622,2789700
2020-07-09,202.110001,202.500000,195.000000,196.830002,191.227859,3160100
2020-07-10,196.869995,206.320007,196.830002,205.559998,199.709412,4414800
2020-07-13,209.000000,212.979996,207.000000,208.880005,202.934921,4449600
2020-07-14,211.429993,214.300003,207.009995,214.009995,207.918915,5202000
2020-07-15,224.369995,225.240005,214.690002,216.899994,210.726654,12516700
